source_id,name,name_key,category,subcategory,tourism,amenity,shop,man_made,opening_hours,city,district,province,latitude,longitude,source,source_file
node/10274783711,Lavonca Boutique Hotel,lavonca boutique hotel,accommodation,guest_house,guest_house,,,,24/7,,Colombo,Western,6.9137319,79.8544602,openstreetmap,points_of_interest.geojson
node/13060778510,Lost & Found,lost found,accommodation,guest_house,guest_house,,,,,Colombo,Colombo,Western,6.9138003,79.85536,openstreetmap,points_of_interest.geojson
node/1376770719,Indra Traders,indra traders,shopping,car,,,car,,,,Colombo,Western,6.9141252,79.8560915,openstreetmap,points_of_interest.geojson
node/5242501721,Thusare Talking Hands,thusare talking hands,shopping,massage,,,massage,,Mo-Su 10:00-19:00,,Colombo,Western,6.9137774,79.8572238,openstreetmap,points_of_interest.geojson
node/1376770720,SPREYMECH,spreymech,shopping,car_repair,,,car_repair,,,,Colombo,Western,6.9148709,79.8573473,openstreetmap,points_of_interest.geojson
node/12778752339,Liv Colombo,liv colombo,food,bar,,bar,,,,,Colombo,Western,6.9155701,79.8565591,openstreetmap,points_of_interest.geojson
node/12778793741,Eskobar Colombo,eskobar colombo,food,bar,,bar,,,,,Colombo,Western,6.9155918,79.8566169,openstreetmap,points_of_interest.geojson
node/4631068090,Business Machines co. (PVT) Ltd.,business machines co pvt ltd,shopping,electronics,,,electronics,,Mo-Su 08:30-16:30,,Colombo,Western,6.9173055,79.857562,openstreetmap,points_of_interest.geojson
node/6308020479,Elephant in chains,elephant in chains,shopping,religion,,,religion,,,,Colombo,Western,6.9170405,79.8566035,openstreetmap,points_of_interest.geojson
node/10775296705,"400 for foreigners (2025), free for locals",400 for foreigners 2025 free for locals,shopping,ticket,,,ticket,,,,Colombo,Western,6.9166647,79.8564522,openstreetmap,points_of_interest.geojson
node/5102778721,Urban Ruin,urban ruin,attraction,attraction,attraction,,,,,,Colombo,Western,6.915605,79.8557992,openstreetmap,points_of_interest.geojson
node/10220028067,Etc,etc,food,fast_food,,fast_food,,,,,Colombo,Western,6.9169092,79.8556818,openstreetmap,points_of_interest.geojson
node/10232700344,Drummer and Elephant,drummer and elephant,attraction,artwork,artwork,,,,,,Colombo,Western,6.9165439,79.8556103,openstreetmap,points_of_interest.geojson
node/6360492585,Scope Cinemas,scope cinemas,activity,cinema,,cinema,,,,,Colombo,Western,6.9177303,79.8556714,openstreetmap,points_of_interest.geojson
node/10219807992,ODEL,odel,shopping,clothes,,,clothes,,,,Colombo,Western,6.9177434,79.8556755,openstreetmap,points_of_interest.geojson
node/10219868131,DSI Premier,dsi premier,shopping,shoes,,,shoes,,,,Colombo,Western,6.917772,79.8555661,openstreetmap,points_of_interest.geojson
node/13093013501,Courtyard by Marriott Colombo,courtyard by marriott colombo,accommodation,hotel,hotel,,,,,,Colombo,Western,6.9176898,79.8557649,openstreetmap,points_of_interest.geojson
node/13430531415,Fika Deli,fika deli,food,cafe,,cafe,,,07:30-23:30,Colombo,Colombo,Western,6.9183748,79.8563386,openstreetmap,points_of_interest.geojson
node/1839459815,Dinemore,dinemore,food,cafe,,cafe,,,,,Colombo,Western,6.918475,79.8563467,openstreetmap,points_of_interest.geojson
node/10258554409,"local bakery truck, good and cheap",local bakery truck good and cheap,shopping,bakery,,,bakery,,Mo-Su 06:00-18:00,,Colombo,Western,6.9194444,79.8554536,openstreetmap,points_of_interest.geojson
node/4961875022,Rf salon jaic,rf salon jaic,shopping,cosmetics,,,cosmetics,,,,Colombo,Western,6.9197571,79.8555564,openstreetmap,points_of_interest.geojson
node/255671691,Cargills Food City,cargills food city,shopping,supermarket,,,supermarket,,,,Colombo,Western,6.9202306,79.8558233,openstreetmap,points_of_interest.geojson
node/9628227017,Lakarcade,lakarcade,shopping,gift,,,gift,,,,Colombo,Western,6.9201146,79.8554593,openstreetmap,points_of_interest.geojson
node/6871241677,Basico Bar&Lounge,basico bar lounge,food,bar,,bar,,,,,Colombo,Western,6.9205636,79.8561635,openstreetmap,points_of_interest.geojson
node/5499481850,Flow,flow,food,restaurant,,restaurant,,,,,Colombo,Western,6.9207537,79.8562971,openstreetmap,points_of_interest.geojson
way/105734020,Hilton Colombo Residences,hilton colombo residences,accommodation,hotel,hotel,,,,,Colombo,Colombo,Western,6.920651299999999,79.85628142706364,openstreetmap,points_of_interest.geojson
node/1839459793,Access Tower,access tower,attraction,tower,,,,tower,,Colombo 2,Colombo,Western,6.920334,79.8575332,openstreetmap,points_of_interest.geojson
node/12123492854,Buddha Statue,buddha statue,attraction,artwork,artwork,,,,,,Colombo,Western,6.9190333,79.8573133,openstreetmap,points_of_interest.geojson
node/3671403446,Crown Hair & Beauty,crown hair beauty,shopping,hairdresser,,,hairdresser,,,Colombo,Colombo,Western,6.917608,79.858546,openstreetmap,points_of_interest.geojson
node/8610148577,PappaRich,papparich,food,restaurant,,restaurant,,,"PH,Mo-Su 11:00-22:00",Colombo 2,Colombo,Western,6.9181748,79.8585505,openstreetmap,points_of_interest.geojson
node/618555631,KFC,kfc,food,fast_food,,fast_food,,,,,Colombo,Western,6.9203283,79.8576952,openstreetmap,points_of_interest.geojson
way/728805220,Spar,spar,shopping,supermarket,,,supermarket,,Mo-Su 07:00-23:00,Colombo 07,Colombo,Western,6.92048025,79.85805950384471,openstreetmap,points_of_interest.geojson
node/1376693016,Carplan - KIA Showroom,carplan kia showroom,shopping,car,,,car,,,,Colombo,Western,6.9204198,79.8584358,openstreetmap,points_of_interest.geojson
node/8610608494,Ideal World of Cars,ideal world of cars,shopping,car,,,car,,,Colombo 2,Colombo,Western,6.9202411,79.8586831,openstreetmap,points_of_interest.geojson
node/12107888168,Trizen,trizen,accommodation,apartment,apartment,,,,,,Colombo,Western,6.9198506,79.8585311,openstreetmap,points_of_interest.geojson
node/12107888169,ULife Supermarket,ulife supermarket,shopping,supermarket,,,supermarket,,,,Colombo,Western,6.9202407,79.8584861,openstreetmap,points_of_interest.geojson
node/12101739254,onThree20,onthree20,accommodation,apartment,apartment,,,,,,Colombo,Western,6.9196541,79.8592353,openstreetmap,points_of_interest.geojson
node/667823910,Pizza Hut,pizza hut,food,restaurant,,restaurant,,,11:00-23:00,Colombo 2,Colombo,Western,6.9201412,79.8588625,openstreetmap,points_of_interest.geojson
node/6351568704,Autodrome,autodrome,shopping,car_repair,,,car_repair,,,,Colombo,Western,6.9198653,79.8589362,openstreetmap,points_of_interest.geojson
node/12101739255,Singer,singer,shopping,electronics,,,electronics,,,,Colombo,Western,6.9198141,79.8592994,openstreetmap,points_of_interest.geojson
node/12101739256,Fine Spirits,fine spirits,shopping,alcohol,,,alcohol,,,,Colombo,Western,6.9197068,79.8595436,openstreetmap,points_of_interest.geojson
node/1376693017,United Motors Headoffice,united motors headoffice,shopping,car,,,car,,,,Colombo,Western,6.9168411,79.8594121,openstreetmap,points_of_interest.geojson
node/6872672885,Iddawela Residence,iddawela residence,accommodation,apartment,apartment,,,,,,Colombo,Western,6.9157684,79.8588039,openstreetmap,points_of_interest.geojson
node/12480820316,Aqua Pizza,aqua pizza,food,restaurant,,restaurant,,,Mo-Su 11:30-22:30,Colombo 2,Colombo,Western,6.916491,79.8587257,openstreetmap,points_of_interest.geojson
node/12480820315,Jazzebel,jazzebel,food,bar,,bar,,,Mo-Su 17:00-00:00,,Colombo,Western,6.9165855,79.858829,openstreetmap,points_of_interest.geojson
node/13735174097,Biling Restobar,biling restobar,food,restaurant,,restaurant,,,,,Colombo,Western,6.9167018,79.8587732,openstreetmap,points_of_interest.geojson
node/4509906904,Park Street Mews,park street mews,food,restaurant,,restaurant,,,,Colombo 2,Colombo,Western,6.9167101,79.8590568,openstreetmap,points_of_interest.geojson
node/6777632515,Yokohama,yokohama,shopping,car,,,car,,,,Colombo,Western,6.916885,79.8591149,openstreetmap,points_of_interest.geojson
node/6778570998,Spa Ceylon,spa ceylon,shopping,massage,,,massage,,,,Colombo,Western,6.9170651,79.85902,openstreetmap,points_of_interest.geojson
node/3671389030,BreadTalk,breadtalk,shopping,bakery,,,bakery,,,Colombo,Colombo,Western,6.9171425,79.8589635,openstreetmap,points_of_interest.geojson
node/5714433822,Park Street Gourmet,park street gourmet,food,cafe,,cafe,,,Mo-Su 09:00-21:00,,Colombo,Western,6.9174386,79.8587922,openstreetmap,points_of_interest.geojson
node/4461531613,Residence by Uga Escapes,residence by uga escapes,accommodation,hotel,hotel,,,,,Colombo 2,Colombo,Western,6.9173938,79.8585264,openstreetmap,points_of_interest.geojson
node/4509906905,Aqua Pizza,aqua pizza,food,restaurant,,restaurant,,,Mo-Su 11:30-22:30,Colombo 2,Colombo,Western,6.9166285,79.8586998,openstreetmap,points_of_interest.geojson
node/4509906907,Kuuraku Japanese Restaurant,kuuraku japanese restaurant,food,restaurant,,restaurant,,,,Colombo 2,Colombo,Western,6.9165936,79.8586273,openstreetmap,points_of_interest.geojson
node/9348716483,Uncle's,uncle s,food,pub,,pub,,,,,Colombo,Western,6.916562,79.8585893,openstreetmap,points_of_interest.geojson
node/6778579126,Chambers,chambers,food,restaurant,,restaurant,,,,,Colombo,Western,6.9165227,79.8585304,openstreetmap,points_of_interest.geojson
node/4509906906,rare at Residence,rare at residence,food,restaurant,,restaurant,,,,Colombo 2,Colombo,Western,6.9170287,79.8582302,openstreetmap,points_of_interest.geojson
way/1054624872,Residence on Park Street,residence on park street,accommodation,hotel,hotel,,,,,,Colombo,Western,6.91722695,79.85824982872722,openstreetmap,points_of_interest.geojson
node/6398231387,Monsoon Colombo,monsoon colombo,food,restaurant,,restaurant,,,,,Colombo,Western,6.9163929,79.8584841,openstreetmap,points_of_interest.geojson
node/3355430540,Janashakthi Auto Centre,janashakthi auto centre,shopping,car_repair,,,car_repair,,,Colombo 2,Colombo,Western,6.9154356,79.8578465,openstreetmap,points_of_interest.geojson
node/10209234906,Alston Stationery,alston stationery,shopping,stationery,,,stationery,,Mo-Fr 08:00-18:00; Sa 08:00-14:30; Su off,,Colombo,Western,6.9151261,79.8578659,openstreetmap,points_of_interest.geojson
node/679754099,Lakmedura,lakmedura,shopping,gift,,,gift,,,,Colombo,Western,6.9138455,79.8578568,openstreetmap,points_of_interest.geojson
node/10135002882,All Star Sports Lounge,all star sports lounge,food,bar,,bar,,,Mo-Su 10:00-23:00,Colombo,Colombo,Western,6.9140613,79.8582199,openstreetmap,points_of_interest.geojson
way/766595758,Cotton Collection,cotton collection,shopping,clothes,,,clothes,,,,Colombo,Western,6.91501325,79.85907664999999,openstreetmap,points_of_interest.geojson
node/7551817386,Simply Strawberries,simply strawberries,food,cafe,,cafe,,,,,Colombo,Western,6.9147603,79.8592798,openstreetmap,points_of_interest.geojson
node/7551800647,Rancrisp Cashews,rancrisp cashews,food,fast_food,,fast_food,,,,,Colombo,Western,6.9147348,79.8592987,openstreetmap,points_of_interest.geojson
node/10138743595,Colombo Public Library canteen,colombo public library canteen,food,cafe,,cafe,,,,,Colombo,Western,6.9129953,79.8592197,openstreetmap,points_of_interest.geojson
node/10116052780,Ho Chi-Minh,ho chi minh,attraction,artwork,artwork,,,,,,Colombo,Western,6.9119901,79.8588553,openstreetmap,points_of_interest.geojson
node/3130689157,Premier Suite,premier suite,accommodation,hotel,hotel,,,,,Colombo,Colombo,Western,6.912514,79.857759,openstreetmap,points_of_interest.geojson
node/10177929732,The brown bean,the brown bean,food,cafe,,cafe,,,07:00-22:00,,Colombo,Western,6.9132663,79.8578028,openstreetmap,points_of_interest.geojson
node/3374479677,Swedish Audio Video Pvt Ltd,swedish audio video pvt ltd,shopping,electronics,,,electronics,,,,Colombo,Western,6.9133856,79.8576298,openstreetmap,points_of_interest.geojson
node/6244185374,Nuga,nuga,food,cafe,,cafe,,,,,Colombo,Western,6.9120813,79.856574,openstreetmap,points_of_interest.geojson
node/4555182894,Hostel Inn Colombo 7,hostel inn colombo 7,accommodation,hostel,hostel,,,,,,Colombo,Western,6.9128236,79.8562594,openstreetmap,points_of_interest.geojson
node/6351566700,Chinese,chinese,shopping,convenience,,,convenience,,,,Colombo,Western,6.912968,79.8560345,openstreetmap,points_of_interest.geojson
node/6326692707,Bao House,bao house,food,restaurant,,restaurant,,,,,Colombo,Western,6.9133339,79.8559111,openstreetmap,points_of_interest.geojson
node/6342646859,Noritake,noritake,shopping,houseware,,,houseware,,Mo-Su 10:00-20:00,,Colombo,Western,6.9131012,79.8554762,openstreetmap,points_of_interest.geojson
node/667818499,Mango Tree Indian,mango tree indian,food,restaurant,,restaurant,,,,,Colombo,Western,6.9127061,79.8555582,openstreetmap,points_of_interest.geojson
node/4938407522,w.H. Warehouse,w h warehouse,shopping,clothes,,,clothes,,,,Colombo,Western,6.9130721,79.8558251,openstreetmap,points_of_interest.geojson
node/7216717641,Il Gelato,il gelato,food,ice_cream,,ice_cream,,,,,Colombo,Western,6.9128094,79.8559885,openstreetmap,points_of_interest.geojson
way/777971125,Mona's,mona s,food,restaurant,,restaurant,,,,,Colombo,Western,6.912814,79.85598574027566,openstreetmap,points_of_interest.geojson
node/6354098885,Yeyan KTV & BBQ,yeyan ktv bbq,food,restaurant,,restaurant,,,,,Colombo,Western,6.9122465,79.8560393,openstreetmap,points_of_interest.geojson
node/12432722101,The Cricket Club Cafe,the cricket club cafe,food,cafe,,cafe,,,,,Colombo,Western,6.9110075,79.8563879,openstreetmap,points_of_interest.geojson
node/6497721686,mainland China,mainland china,food,restaurant,,restaurant,,,,,Colombo,Western,6.9116692,79.8562234,openstreetmap,points_of_interest.geojson
node/5319882622,Salon Nayana,salon nayana,shopping,hairdresser,,,hairdresser,,,,Colombo,Western,6.910395,79.8567869,openstreetmap,points_of_interest.geojson
node/5963177787,Custom Leather Collection,custom leather collection,shopping,shoes,,,shoes,,Mo-Su 10:00-19:00,,Colombo,Western,6.9108452,79.8566516,openstreetmap,points_of_interest.geojson
node/3713317628,Peach Valley Chinese Restaurant,peach valley chinese restaurant,food,restaurant,,restaurant,,,,Colombo 7,Colombo,Western,6.9097592,79.8574064,openstreetmap,points_of_interest.geojson
node/6517442635,The Embazzy,the embazzy,food,restaurant,,restaurant,,,,,Colombo,Western,6.9065651,79.8584157,openstreetmap,points_of_interest.geojson
node/2295384392,Commons,commons,shopping,coffee,,,coffee,,,Colombo 7,Colombo,Western,6.9083487,79.8578983,openstreetmap,points_of_interest.geojson
way/529610371,Colombo Villa,colombo villa,accommodation,hotel,hotel,,,,,,Colombo,Western,6.9077564,79.85976590088131,openstreetmap,points_of_interest.geojson
node/3130689158,Colombo Villa,colombo villa,accommodation,hotel,hotel,,,,,Colombo 7,Colombo,Western,6.9072108,79.8597836,openstreetmap,points_of_interest.geojson
way/116900967,Navarangahala,navarangahala,activity,theatre,,theatre,,,,,Colombo,Western,6.9043323999999995,79.85967358741254,openstreetmap,points_of_interest.geojson
node/6351566702,chinois olive garden,chinois olive garden,food,restaurant,,restaurant,,,,,Colombo,Western,6.9054259,79.858432,openstreetmap,points_of_interest.geojson
node/4733803389,The Kandos Shop,the kandos shop,shopping,chocolate,,,chocolate,,,Colombo 7,Colombo,Western,6.9050801,79.8583573,openstreetmap,points_of_interest.geojson
node/2049675487,Dinemore,dinemore,food,restaurant,,restaurant,,,,Colombo 7,Colombo,Western,6.9058759,79.8584095,openstreetmap,points_of_interest.geojson
node/5534960122,Cafe at 5th Lane,cafe at 5th lane,food,restaurant,,restaurant,,,,,Colombo,Western,6.9055318,79.8576284,openstreetmap,points_of_interest.geojson
node/2049643522,Flower Drum,flower drum,food,restaurant,,restaurant,,,,Colombo 7,Colombo,Western,6.9053182,79.8581436,openstreetmap,points_of_interest.geojson
node/4550125193,Coffee and Co,coffee and co,food,cafe,,cafe,,,Mo-Su 08:00-23:00,,Colombo,Western,6.9042702,79.8580608,openstreetmap,points_of_interest.geojson
node/2049643518,Midnight Divas Lingerie Shop,midnight divas lingerie shop,shopping,clothes,,,clothes,,,Colombo 7,Colombo,Western,6.9034076,79.8583987,openstreetmap,points_of_interest.geojson
node/1376772440,Raheema,raheema,food,restaurant,,restaurant,,,,Colombo 7,Colombo,Western,6.9036607,79.8582941,openstreetmap,points_of_interest.geojson
node/12223406474,Benson Motor,benson motor,shopping,car,,,car,,,,Colombo,Western,6.9032517,79.858162,openstreetmap,points_of_interest.geojson
way/233583056,Science Faculty Canteen,science faculty canteen,food,cafe,,cafe,,,,,Colombo,Western,6.90163675,79.85978194127475,openstreetmap,points_of_interest.geojson
way/528300538,Canteen,canteen,food,restaurant,,restaurant,,,,,Colombo,Western,6.9006267999999995,79.85869865356048,openstreetmap,points_of_interest.geojson
way/1000695194,Geoffrey Bawa House No.11,geoffrey bawa house no 11,attraction,museum,museum,,,,"Mo-Fr 10:00,14:00,15:30; Sa 11:00,16:00; Su 11:00",Colombo 7,Colombo,Western,6.9014761,79.8578671674941,openstreetmap,points_of_interest.geojson
node/4232134860,Mitzy's,mitzy s,food,cafe,,cafe,,,,,Colombo,Western,6.9019364,79.85744,openstreetmap,points_of_interest.geojson
node/12101797452,Queens Court,queens court,accommodation,apartment,apartment,,,,,,Colombo,Western,6.8991523,79.8563445,openstreetmap,points_of_interest.geojson
node/6172436633,Baguette French Bakery,baguette french bakery,shopping,bakery,,,bakery,,Mo-Su 08:30-18:00; PH off,Colombo 05,Colombo,Western,6.898644,79.8561177,openstreetmap,points_of_interest.geojson
way/528296926,Raux Brothers,raux brothers,shopping,interior_decoration,,,interior_decoration,,,,Colombo,Western,6.8990688,79.85604423896103,openstreetmap,points_of_interest.geojson
node/12101797455,Will by Zac,will by zac,shopping,clothes,,,clothes,,,,Colombo,Western,6.8990665,79.8560045,openstreetmap,points_of_interest.geojson
node/621997495,Promolanka Holdings,promolanka holdings,shopping,houseware,,,houseware,,,,Colombo,Western,6.8991726,79.8559315,openstreetmap,points_of_interest.geojson
node/7644988088,Samsung,samsung,shopping,electronics,,,electronics,,,,Colombo,Western,6.8983595,79.8558846,openstreetmap,points_of_interest.geojson
node/4354608989,Shums Travels,shums travels,shopping,travel_agency,,,travel_agency,,Mo-Th 09:00-16:30; Sa 09:00-12:30; Fr 12:30-14:00,,Colombo,Western,6.8986332,79.85579,openstreetmap,points_of_interest.geojson
node/9245141303,Bubblelement,bubblelement,food,cafe,,cafe,,,,,Colombo,Western,6.8985281,79.8555884,openstreetmap,points_of_interest.geojson
node/5199942649,Thai Cuisine Boulevard,thai cuisine boulevard,food,restaurant,,restaurant,,,,,Colombo,Western,6.8985322,79.8555936,openstreetmap,points_of_interest.geojson
node/9243218777,Cozy Linen,cozy linen,shopping,fabric,,,fabric,,Mo-Fr 10:00-18:30; Sa 10:00-17:30,,Colombo,Western,6.8984841,79.8554552,openstreetmap,points_of_interest.geojson
node/9229693858,Love a Pizza,love a pizza,food,restaurant,,restaurant,,,,,Colombo,Western,6.8988687,79.8555751,openstreetmap,points_of_interest.geojson
node/2049643516,Divine Cakes & Pastry,divine cakes pastry,shopping,pastry,,,pastry,,,,Colombo,Western,6.8989621,79.8556521,openstreetmap,points_of_interest.geojson
node/9229745412,Camagni Interiors,camagni interiors,shopping,kitchen,,,kitchen,,Mo-Sa 10:00-19:00,,Colombo,Western,6.8991418,79.8556089,openstreetmap,points_of_interest.geojson
node/9229739633,Il Caffe,il caffe,food,cafe,,cafe,,,,,Colombo,Western,6.899155,79.8556002,openstreetmap,points_of_interest.geojson
node/9229760404,l'Atelier Touche,l atelier touche,shopping,clothes,,,clothes,,,,Colombo,Western,6.899153,79.8555903,openstreetmap,points_of_interest.geojson
node/8375953289,Il Gelato,il gelato,food,ice_cream,,ice_cream,,,,,Colombo,Western,6.8991754,79.8555991,openstreetmap,points_of_interest.geojson
node/6547934623,Pastamania,pastamania,food,restaurant,,restaurant,,,,,Colombo,Western,6.8993648,79.8555871,openstreetmap,points_of_interest.geojson
node/12101797454,Fashion Bug,fashion bug,shopping,clothes,,,clothes,,,,Colombo,Western,6.8993472,79.8558856,openstreetmap,points_of_interest.geojson
way/528296937,Fashion Bug,fashion bug,shopping,clothes,,,clothes,,,,Colombo,Western,6.899355549999999,79.85593580527299,openstreetmap,points_of_interest.geojson
node/3130689161,Kolpetty House,kolpetty house,accommodation,hotel,hotel,,,,,Colombo 3,Colombo,Western,6.9037925,79.8554911,openstreetmap,points_of_interest.geojson
node/620382774,Cafe on the 5th,cafe on the 5th,food,cafe,,cafe,,,,Colombo 7,Colombo,Western,6.9053381,79.8571033,openstreetmap,points_of_interest.geojson
node/5064709023,The Cake Factory,the cake factory,shopping,bakery,,,bakery,,,,Colombo,Western,6.9052874,79.8563005,openstreetmap,points_of_interest.geojson
node/6351566723,Chinese,chinese,accommodation,apartment,apartment,,,,,,Colombo,Western,6.9043674,79.8557168,openstreetmap,points_of_interest.geojson
node/12105583794,Sunshine Launderette,sunshine launderette,shopping,laundry,,,laundry,,,,Colombo,Western,6.9049166,79.8550075,openstreetmap,points_of_interest.geojson
node/3130689160,5th Lane House,5th lane house,accommodation,hotel,hotel,,,,,Colombo 03,Colombo,Western,6.9047564,79.8546435,openstreetmap,points_of_interest.geojson
node/6351566722,Chinese,chinese,shopping,convenience,,,convenience,,,,Colombo,Western,6.9045962,79.8544477,openstreetmap,points_of_interest.geojson
node/5239563750,Little Food Cabin,little food cabin,food,restaurant,,restaurant,,,,,Colombo,Western,6.9052854,79.854187,openstreetmap,points_of_interest.geojson
node/5783088553,Little Corner Restaurants,little corner restaurants,food,restaurant,,restaurant,,,,,Colombo,Western,6.9053287,79.8540301,openstreetmap,points_of_interest.geojson
node/3130689159,Boutique Colombo,boutique colombo,accommodation,hotel,hotel,,,,,Colombo 03,Colombo,Western,6.9051452,79.8540373,openstreetmap,points_of_interest.geojson
node/3285726124,Subway,subway,food,fast_food,,fast_food,,,,Colombo 03,Colombo,Western,6.9051253,79.853871,openstreetmap,points_of_interest.geojson
node/10248466059,Crocodile Flagship store,crocodile flagship store,shopping,clothes,,,clothes,,,,Colombo,Western,6.9053084,79.8538709,openstreetmap,points_of_interest.geojson
node/9555857423,Jewel Gate,jewel gate,shopping,jewelry,,,jewelry,,,,Colombo,Western,6.9058646,79.8533284,openstreetmap,points_of_interest.geojson
node/9555812813,Sunshine Launderette,sunshine launderette,shopping,laundry,,,laundry,,Mo-Su 07:00-19:00,,Colombo,Western,6.9057465,79.8532979,openstreetmap,points_of_interest.geojson
node/9555857418,Lak Cha,lak cha,shopping,tea,,,tea,,,,Colombo,Western,6.9057771,79.8532893,openstreetmap,points_of_interest.geojson
node/12591981827,Bobo&Tea,bobo tea,food,cafe,,cafe,,,,,Colombo,Western,6.9057102,79.8533899,openstreetmap,points_of_interest.geojson
node/12591954986,U Life Supermarket,u life supermarket,shopping,supermarket,,,supermarket,,,,Colombo,Western,6.9056869,79.8533537,openstreetmap,points_of_interest.geojson
node/12591974502,We Ai Family,we ai family,food,restaurant,,restaurant,,,,,Colombo,Western,6.905724,79.8533446,openstreetmap,points_of_interest.geojson
node/9555857421,Rancrisp Cashew,rancrisp cashew,shopping,deli,,,deli,,,,Colombo,Western,6.9057204,79.8533069,openstreetmap,points_of_interest.geojson
node/9555857422,Scent Berry,scent berry,shopping,perfumery,,,perfumery,,,,Colombo,Western,6.9056723,79.8533237,openstreetmap,points_of_interest.geojson
node/1814511531,Bellagio Cassino,bellagio cassino,food,pub,,pub,,,,Colombo 03,Colombo,Western,6.9049522,79.8536861,openstreetmap,points_of_interest.geojson
node/2049643523,Beverly Street,beverly street,shopping,clothes,,,clothes,,,Colombo 03,Colombo,Western,6.9047502,79.8538439,openstreetmap,points_of_interest.geojson
node/7069209699,Exotic,exotic,shopping,houseware,,,houseware,,,,Colombo,Western,6.9044854,79.8541371,openstreetmap,points_of_interest.geojson
node/2049643521,Indian Kitchen,indian kitchen,food,restaurant,,restaurant,,,,,Colombo,Western,6.9042596,79.8542359,openstreetmap,points_of_interest.geojson
node/6351566707,casino,casino,shopping,department_store,,,department_store,,,,Colombo,Western,6.9037343,79.8540924,openstreetmap,points_of_interest.geojson
way/327539757,Cargills Food City,cargills food city,shopping,supermarket,,,supermarket,,"Mo-Su,PH 08:00-22:00",,Colombo,Western,6.9024558,79.85450272931583,openstreetmap,points_of_interest.geojson
node/12105611064,Cargills Food City,cargills food city,shopping,supermarket,,,supermarket,,,,Colombo,Western,6.9024987,79.854571,openstreetmap,points_of_interest.geojson
node/8594232781,Zig Zag store,zig zag store,shopping,clothes,,,clothes,,,Colombo 3,Colombo,Western,6.9029322,79.8546655,openstreetmap,points_of_interest.geojson
node/4652090039,Chinese Juchunyuan,chinese juchunyuan,food,restaurant,,restaurant,,,,Colombo 3,Colombo,Western,6.9029427,79.8543721,openstreetmap,points_of_interest.geojson
node/3130689162,Bliss Hotel,bliss hotel,accommodation,hotel,hotel,,,,,Colombo 3,Colombo,Western,6.9032493,79.8546167,openstreetmap,points_of_interest.geojson
node/1377290951,DIMO,dimo,shopping,car,,,car,,,,Colombo,Western,6.9039469,79.8544235,openstreetmap,points_of_interest.geojson
node/2049643517,Flower Lounge,flower lounge,food,restaurant,,restaurant,,,,,Colombo,Western,6.9007661,79.8548823,openstreetmap,points_of_interest.geojson
node/11069184105,Umandawa Green Hut,umandawa green hut,food,restaurant,,restaurant,,,,,Colombo,Western,6.9003632,79.8551649,openstreetmap,points_of_interest.geojson
node/4242597297,Envoy Mansion,envoy mansion,shopping,clothes,,,clothes,,,,Colombo,Western,6.9008038,79.8551673,openstreetmap,points_of_interest.geojson
node/12100845597,Mimosa,mimosa,shopping,clothes,,,clothes,,,,Colombo,Western,6.9008451,79.8552968,openstreetmap,points_of_interest.geojson
node/1789527723,Crocodile,crocodile,shopping,clothes,,,clothes,,,Kolpetty,Colombo,Western,6.9009675,79.8554116,openstreetmap,points_of_interest.geojson
node/12101797458,Macktiles Lanka,macktiles lanka,shopping,tiles,,,tiles,,,,Colombo,Western,6.9005066,79.8554239,openstreetmap,points_of_interest.geojson
node/12100845596,Multilac Colorbank,multilac colorbank,shopping,paint,,,paint,,,,Colombo,Western,6.9005944,79.8553883,openstreetmap,points_of_interest.geojson
node/12100845593,Kailasa,kailasa,food,food_court,,food_court,,,,,Colombo,Western,6.9000432,79.8551274,openstreetmap,points_of_interest.geojson
node/1369222756,Shirohana Atelier,shirohana atelier,shopping,florist,,,florist,,,,Colombo,Western,6.8994415,79.8551383,openstreetmap,points_of_interest.geojson
node/6390214927,Paan Paan,paan paan,shopping,bakery,,,bakery,,"PH,Mo-Su 06:30-20:00",,Colombo,Western,6.8985017,79.8552253,openstreetmap,points_of_interest.geojson
node/12122597714,Paradise Road Shop,paradise road shop,shopping,art,,,art,,,,Colombo,Western,6.8986132,79.8550253,openstreetmap,points_of_interest.geojson
node/6402071287,St. James Residencies,st james residencies,accommodation,apartment,apartment,,,,,,Colombo,Western,6.89928,79.8550832,openstreetmap,points_of_interest.geojson
node/1135499165,Paradise Road Gallery Cafe,paradise road gallery cafe,food,restaurant,,restaurant,,,"PH,Mo-Su 10:00-24:00",Kollupitiya,Colombo,Western,6.8986979,79.8548816,openstreetmap,points_of_interest.geojson
node/6387389286,4,4,accommodation,apartment,apartment,,,,,,Colombo,Western,6.898966,79.8540867,openstreetmap,points_of_interest.geojson
node/4456319236,Acropol Restaurant,acropol restaurant,food,restaurant,,restaurant,,,,Kollupitiya,Colombo,Western,6.8983333,79.8539245,openstreetmap,points_of_interest.geojson
node/12105547726,UMI DIGI,umi digi,shopping,mobile_phone,,,mobile_phone,,,,Colombo,Western,6.8987802,79.8538731,openstreetmap,points_of_interest.geojson
node/12099877809,GS Sports,gs sports,shopping,sports,,,sports,,,,Colombo,Western,6.8988503,79.8538573,openstreetmap,points_of_interest.geojson
node/6932638376,A.T Cooray,a t cooray,shopping,furniture,,,furniture,,,,Colombo,Western,6.8988105,79.8539355,openstreetmap,points_of_interest.geojson
